FormattedDate,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC,precipitation,PrepType,TemperaturePerYr,AvgTempUncertainty,Apparent Temperature (C),TempMax,tempMin,wind,Wind Speed (km/h),WindBearing (degrees),Visibility (km),weather,DailySummary
2006-08-21 14:00:00.000 +0200,22.67,32.54,30.59,29.87,0,rain,22.64444444,0.385,22.64444444,6.7,0,7.6,11.0607,247,11.4471,sun,Mostly cloudy starting overnight.
2006-08-21 15:00:00.000 +0200,23.78,33.51,31.06,29.35,0,rain,22.80555556,0.67,22.80555556,7.2,0.6,4.7,10.8997,271,11.27,sun,Mostly cloudy starting overnight.
2006-08-21 16:00:00.000 +0200,24.19,32.91,30.93,29.25,0,rain,22.82777778,0.827,22.82777778,7.2,-2.1,4.5,10.7548,224,11.27,sun,Mostly cloudy starting overnight.
2006-08-21 17:00:00.000 +0200,23.91,32.97,31.37,28.91,0,rain,22.63333333,0.563,22.63333333,8.3,-1.6,4.2,5.5223,247,11.4471,sun,Mostly cloudy starting overnight.
2006-08-21 18:00:00.000 +0200,24.46,32.37,30.99,29.43,0,rain,20.18888889,0.639,20.18888889,9.4,-2.1,4.2,12.2521,214,11.27,sun,Mostly cloudy starting overnight.
2006-08-21 19:00:00.000 +0200,24.02,32.59,30.83,29.64,0,rain,20.18333333,0.693,20.18333333,10.6,-2.1,1.9,9.4024,233,11.27,sun,Mostly cloudy starting overnight.
2006-08-21 20:00:00.000 +0200,23.54,31.76,31.25,29.42,0,rain,19.07222222,0.704,19.07222222,7.2,-0.5,0.9,4.9588,246,10.0303,sun,Mostly cloudy starting overnight.
2006-08-21 21:00:00.000 +0200,23.15,30.71,31.48,28.63,0,rain,17.87222222,0.504,17.87222222,11.1,2.2,1.9,3.5259,238,9.982,sun,Mostly cloudy starting overnight.
2006-08-21 22:00:00.000 +0200,23.91,30.95,31.23,30.08,3.6,rain,17.25,0.492,17.25,11.1,5.6,2.1,6.5849,244,15.8263,rain,Mostly cloudy starting overnight.
2006-08-21 23:00:00.000 +0200,23.98,30,31.2,28.98,15.2,rain,16.32777778,0.821,16.32777778,11.1,8.3,4.7,6.9552,276,14.9569,rain,Mostly cloudy starting overnight.
2006-08-22 00:00:00.000 +0200,23.6,31.11,30.84,27.9,0.5,rain,15.05555556,0.491,15.05555556,9.4,6.7,4.7,6.9391,279,15.8263,rain,Partly cloudy starting in the morning.
2006-08-22 01:00:00.000 +0200,24.6,29.92,30.88,30.06,11.9,rain,14.98888889,1.005,14.98888889,12.8,5.6,5.1,11.5598,290,15.8263,rain,Partly cloudy starting in the morning.
2006-08-22 02:00:00.000 +0200,24.35,31.43,30.48,29.44,1.3,rain,13.20555556,0.582,13.20555556,11.7,4.4,3.8,4.4436,248,9.982,rain,Partly cloudy starting in the morning.
2006-08-22 03:00:00.000 +0200,23.73,31.02,31.13,30.03,18.3,rain,13.36666667,0.304,13.36666667,13.9,9.4,4.5,6.9552,280,15.8263,rain,Partly cloudy starting in the morning.
2006-08-22 04:00:00.000 +0200,24.23,31.14,31.11,28.51,0.3,rain,14.31666667,0.745,14.31666667,15,12.2,3.9,11.5598,290,15.8263,rain,Partly cloudy starting in the morning.
2006-08-22 05:00:00.000 +0200,23.89,30.7,31.12,28.81,3.3,rain,14.33888889,1.232,14.33888889,14.4,11.7,6.6,16.8889,288,15.2628,rain,Partly cloudy starting in the morning.
2006-08-22 06:00:00.000 +0200,23.59,31.1,30.9,28.57,34.3,rain,12.74444444,0.895,12.74444444,12.8,3.3,5.8,2.0286,289,9.982,rain,Partly cloudy starting in the morning.
2006-08-22 07:00:00.000 +0200,23.84,30.89,30.72,29.43,3.6,rain,14.85,0.539,14.85,4.4,-4.3,5.3,12.9444,289,9.982,snow,Partly cloudy starting in the morning.
2006-08-22 08:00:00.000 +0200,23.61,30.73,30.25,29.43,0,rain,17.47222222,0.534,17.47222222,2.8,-4.9,4.4,10.948,296,9.982,sun,Partly cloudy starting in the morning.
2006-08-22 09:00:00.000 +0200,23.81,31.06,31.07,29.38,0,rain,19.97777778,0.266,19.97777778,4.4,-3.2,2.2,15.8585,299,9.982,sun,Partly cloudy starting in the morning.
2006-08-22 10:00:00.000 +0200,24.12,31.88,31.23,29.55,0,rain,22.17777778,0.672,22.17777778,5.6,-3.2,5.7,12.8156,299,10.0464,fog,Partly cloudy starting in the morning.
2006-08-22 11:00:00.000 +0200,23.22,30.06,30.99,29.8,0,rain,22.7,1.231,22.7,10,0,3.6,15.1018,309,11.4471,sun,Partly cloudy starting in the morning.
2006-08-22 12:00:00.000 +0200,24.24,30.68,31.29,28.61,0.8,rain,23.91111111,0.469,23.91111111,8.3,3.9,1.1,19.9479,318,11.27,rain,Partly cloudy starting in the morning.
2006-08-22 13:00:00.000 +0200,23.31,31.17,30.75,29.22,3,rain,24.95,1.497,24.95,12.8,6.7,3.1,13.5401,299,11.27,rain,Partly cloudy starting in the morning.
2006-08-22 14:00:00.000 +0200,23.84,30.4,31.08,29.39,7.4,rain,25.01111111,0.689,25.01111111,11.7,7.8,3.6,13.8782,301,10.3523,rain,Partly cloudy starting in the morning.
2006-08-22 15:00:00.000 +0200,23.82,32.05,31.28,29.68,0,rain,25.01666667,0.496,25.01666667,14.4,6.1,2.8,14.5222,317,9.982,sun,Partly cloudy starting in the morning.
2006-08-22 16:00:00.000 +0200,24.67,31.21,30.82,28.98,9.1,rain,24.92777778,1.727,24.92777778,14.4,8.9,4.2,14.5222,281,9.982,rain,Partly cloudy starting in the morning.
2006-08-22 17:00:00.000 +0200,24.44,31.4,31.37,29.75,9.9,rain,23.99444444,0.37,23.99444444,16.1,10.6,5.1,10.9319,321,11.3988,rain,Partly cloudy starting in the morning.
2006-08-22 18:00:00.000 +0200,25.18,31.44,31.24,29.56,13,rain,23.81111111,0.349,23.81111111,18.9,10,6.7,16.0195,290,11.2056,rain,Partly cloudy starting in the morning.
2006-08-22 19:00:00.000 +0200,23.3,31.47,31.32,29.86,6.9,rain,21.16111111,0.448,21.16111111,14.4,8.3,6.4,11.3827,263,11.27,rain,Partly cloudy starting in the morning.
2006-08-22 20:00:00.000 +0200,23.95,30.21,31.55,28.83,0,rain,19.85,0.359,19.85,11.1,7.2,3.7,9.0643,300,11.3988,sun,Partly cloudy starting in the morning.
2006-08-22 21:00:00.000 +0200,23.57,30.72,31.55,29.35,0,rain,17.2,0.455,17.2,10,3.9,1.1,3.6708,287,11.2056,fog,Partly cloudy starting in the morning.
2006-08-22 22:00:00.000 +0200,24.44,31.51,31.16,29.36,0,rain,16.68888889,0.419,16.68888889,12.8,1.7,3.5,3.7835,255,14.9086,fog,Partly cloudy starting in the morning.
2006-08-22 23:00:00.000 +0200,24.36,31.72,30.91,29.97,0,rain,16.27777778,1.244,16.27777778,12.2,6.7,5.9,3.5742,273,14.168,sun,Partly cloudy starting in the morning.
2006-08-23 00:00:00.000 +0200,24.56,30.94,31.67,30.52,0,rain,15.02777778,1.197,15.02777778,10,8.3,4,3.7191,278,11.9784,sun,Partly cloudy starting in the morning.
2006-08-23 01:00:00.000 +0200,24.27,31.71,31.28,30.03,2.8,rain,13.96111111,1.299,13.96111111,8.9,6.1,1.6,3.7674,268,9.982,rain,Partly cloudy starting in the morning.
2006-08-23 02:00:00.000 +0200,23.89,31.17,31.39,29.43,13,rain,13.24444444,0.741,13.24444444,9.4,6.7,3.1,6.3112,238,9.982,rain,Partly cloudy starting in the morning.
2006-08-23 03:00:00.000 +0200,24.18,30.43,30.66,29.82,3,rain,13.31666667,0.583,13.31666667,11.1,7.2,4.3,3.9767,255,9.982,rain,Partly cloudy starting in the morning.
2006-08-23 04:00:00.000 +0200,25.66,31.28,31.09,29.42,19.6,rain,12.3,0.535,12.3,12.8,6.7,5.5,3.7191,264,9.982,rain,Partly cloudy starting in the morning.
2006-08-23 05:00:00.000 +0200,25.19,31.15,31.22,29.98,0,rain,12.55,0.704,12.55,12.8,10,5.2,6.6815,272,9.982,sun,Partly cloudy starting in the morning.
2006-08-23 06:00:00.000 +0200,23.97,31.17,31.11,29.23,0,rain,12.20555556,0.798,12.20555556,10.6,6.1,1.5,5.313,244,9.982,sun,Partly cloudy starting in the morning.
2006-08-23 07:00:00.000 +0200,25.27,30.84,31.87,29.58,20.6,rain,13.80555556,0.78,13.80555556,12.2,5,3.8,9.6761,279,9.982,rain,Partly cloudy starting in the morning.
2006-08-23 08:00:00.000 +0200,24.89,31.74,31.36,29.5,5.3,rain,16.15555556,0.633,16.15555556,7.2,3.9,1.8,13.8138,290,10.3523,rain,Partly cloudy starting in the morning.
2006-08-23 09:00:00.000 +0200,24.18,30.76,31.34,28.96,0,rain,17.78333333,0.469,17.78333333,7.8,2.8,2.2,14.4739,299,9.982,fog,Partly cloudy starting in the morning.
2006-08-23 10:00:00.000 +0200,23.61,30.66,31.55,30.53,0,rain,19.93333333,0.732,19.93333333,5.6,1.7,1.2,15.7136,299,11.27,fog,Partly cloudy starting in the morning.
2006-08-23 11:00:00.000 +0200,24.56,32.12,31.48,29.78,3.3,rain,21.08333333,1.425,21.08333333,9.4,4.4,4.9,19.0141,308,11.4471,rain,Partly cloudy starting in the morning.
2006-08-23 12:00:00.000 +0200,23.83,31.8,31.09,29.79,4.1,rain,20.02777778,0.697,20.02777778,6.7,2.8,1.8,15.8746,298,11.27,rain,Partly cloudy starting in the morning.
2006-08-23 13:00:00.000 +0200,24.58,30.8,31.28,28.24,0,rain,20.07777778,0.296,20.07777778,6.1,0.6,4.3,14.1841,272,11.27,fog,Partly cloudy starting in the morning.
2006-08-23 14:00:00.000 +0200,26.94,31.03,31.44,28.6,0,rain,20.97777778,0.415,20.97777778,3.3,-2.1,3.6,14.0875,254,11.4471,sun,Partly cloudy starting in the morning.
2006-08-23 15:00:00.000 +0200,26.45,31.19,32.24,28.26,0,rain,22.33888889,0.338,22.33888889,3.3,-2.7,3,13.7655,225,11.27,sun,Partly cloudy starting in the morning.
2006-08-23 16:00:00.000 +0200,24.14,31.5,31.34,29.12,0,rain,23.73333333,0.293,23.73333333,5.6,-3.2,1.2,13.7172,223,11.27,sun,Partly cloudy starting in the morning.
2006-08-23 17:00:00.000 +0200,26.58,31.78,31.11,29.23,1.5,rain,22.66111111,0.259,22.66111111,5.6,0,2.3,13.9748,261,11.4471,rain,Partly cloudy starting in the morning.
2006-08-23 18:00:00.000 +0200,25.03,31.27,31.18,29.45,0,rain,22.77777778,0.287,22.77777778,5,1.7,1.7,11.4954,263,15.8263,fog,Partly cloudy starting in the morning.
2006-08-23 19:00:00.000 +0200,24.73,31.27,31.45,29.9,10.2,rain,21.13888889,0.373,21.13888889,10.6,3.3,4.5,13.8782,260,16.1,rain,Partly cloudy starting in the morning.
2006-08-23 20:00:00.000 +0200,22.83,30.72,31.28,29.08,8.1,rain,18.03333333,0.405,18.03333333,12.2,9.4,6.4,8.4686,250,9.982,rain,Partly cloudy starting in the morning.
2006-08-23 21:00:00.000 +0200,23.69,30.67,31.47,29.14,0,rain,16.21111111,0.25,16.21111111,12.2,6.1,1.3,1.9159,272,9.982,fog,Partly cloudy starting in the morning.
2006-08-23 22:00:00.000 +0200,24.01,31.13,31.3,29.85,0,rain,16.09444444,0.368,16.09444444,7.8,5.6,1.6,6.3917,260,15.8263,fog,Partly cloudy starting in the morning.
2006-08-23 23:00:00.000 +0200,25.26,32.19,32.01,30.07,0,rain,15.57222222,0.269,15.57222222,7.8,1.7,2.6,6.4239,243,14.9569,fog,Partly cloudy starting in the morning.
2006-08-24 00:00:00.000 +0200,24.36,31.89,31.19,30.32,0.3,rain,13.9,0.387,13.9,10,3.3,0.6,3.3649,251,11.9784,rain,Partly cloudy starting in the morning.
2006-08-24 01:00:00.000 +0200,25.16,30.88,31.77,29.68,5.8,rain,13.85555556,0.439,13.85555556,7.8,6.1,0.5,3.381,245,11.9784,rain,Partly cloudy starting in the morning.
2006-08-24 02:00:00.000 +0200,24.58,31.53,31.75,29.48,1.5,rain,15.18888889,0.469,15.18888889,9.4,7.2,1.1,8.4042,132,14.9569,rain,Partly cloudy starting in the morning.
2006-08-24 03:00:00.000 +0200,26.07,30.42,31.55,29.55,0,rain,11.67777778,0.183,11.67777778,11.1,4.4,1.6,3.059,234,6.2951,fog,Partly cloudy starting in the morning.
2006-08-24 04:00:00.000 +0200,24.79,31.74,31.25,30.13,0,rain,11.09444444,0.276,11.09444444,9.4,2.8,2.7,3.3488,208,6.2951,fog,Partly cloudy starting in the morning.
2006-08-24 05:00:00.000 +0200,24.77,31.71,31.62,29.89,0,rain,10.78888889,0.319,10.78888889,6.1,0.6,2.8,6.0375,172,6.8425,fog,Partly cloudy starting in the morning.
2006-08-24 06:00:00.000 +0200,23.84,31.17,32.02,29.61,9.7,rain,11,0.192,11,7.8,1.1,3.2,4.508,219,6.118,rain,Partly cloudy starting in the morning.
2006-08-24 07:00:00.000 +0200,25.01,31.47,31.72,29.48,0,rain,12.6,0.22,12.6,11.7,5.6,4.5,1.5617,165,9.8049,fog,Partly cloudy starting in the morning.
2006-08-24 08:00:00.000 +0200,25.35,31.31,31.42,29.41,26.2,rain,17.52222222,0.379,17.52222222,13.3,3.3,2.8,1.6905,166,9.9015,rain,Partly cloudy starting in the morning.
2006-08-24 09:00:00.000 +0200,25.08,30.94,31.84,29.96,21.3,rain,19.98888889,0.341,19.98888889,13.9,7.2,6.6,4.8139,140,9.982,rain,Partly cloudy starting in the morning.
2006-08-24 10:00:00.000 +0200,24.1,31.89,31.39,29.62,0.5,rain,22.25,0.314,22.25,10,6.1,2.8,9.8371,151,9.982,rain,Partly cloudy starting in the morning.
2006-08-24 11:00:00.000 +0200,24.4,30.73,31.4,30.35,0,rain,22.94444444,0.343,22.94444444,10,3.3,3,10.1591,173,11.4471,fog,Partly cloudy starting in the morning.
2006-08-24 12:00:00.000 +0200,24.24,31.69,31.25,30.07,0,rain,24.95555556,0.468,24.95555556,7.2,-0.5,1.3,11.2539,168,11.2056,fog,Partly cloudy starting in the morning.
2006-08-24 13:00:00.000 +0200,25.91,31.04,32.24,30.43,0.8,rain,25.05,0.495,25.05,9.4,6.1,1.3,11.109,207,9.982,rain,Partly cloudy starting in the morning.
2006-08-24 14:00:00.000 +0200,24.2,31.24,31.43,30.49,5.8,rain,25.98333333,0.34,25.98333333,12.2,8.3,2.6,4.6529,161,10.3523,rain,Partly cloudy starting in the morning.
2006-08-24 15:00:00.000 +0200,25.05,32.02,31.55,30.46,0.5,rain,26.13333333,0.301,26.13333333,14.4,11.1,3.3,8.2432,177,9.982,rain,Partly cloudy starting in the morning.
2006-08-24 16:00:00.000 +0200,24.58,32.03,31.77,30.01,0,rain,25.06666667,0.162,25.06666667,17.2,7.2,1.4,9.5956,101,9.982,fog,Partly cloudy starting in the morning.
2006-08-24 17:00:00.000 +0200,25.92,31.58,31.33,30.19,0,rain,25.21111111,0.198,25.21111111,16.1,6.1,2.2,7.8729,154,10.3523,fog,Partly cloudy starting in the morning.
2006-08-24 18:00:00.000 +0200,24.28,31.49,32,29.59,0.8,rain,25.04444444,0.221,25.04444444,11.1,8.3,2,11.2056,140,9.982,rain,Partly cloudy starting in the morning.
2006-08-24 19:00:00.000 +0200,25.1,32.19,31.87,30.09,0,rain,22.33333333,0.264,22.33333333,12.2,5,1.8,8.1144,129,9.982,fog,Partly cloudy starting in the morning.
2006-08-24 20:00:00.000 +0200,24.01,31.92,32.28,29.55,0,rain,20.31111111,0.504,20.31111111,12.2,3.3,2.9,5.3291,118,10.3523,sun,Partly cloudy starting in the morning.
2006-08-24 21:00:00.000 +0200,23.79,31.62,32.41,29.86,0,rain,17.75555556,0.261,17.75555556,8.3,1.1,0.8,7.6636,110,9.982,fog,Partly cloudy starting in the morning.
2006-08-24 22:00:00.000 +0200,24.54,31.45,33.18,30.32,0,rain,18.17222222,0.35,18.17222222,7.2,3.3,1.9,6.2951,119,15.8263,fog,Partly cloudy starting in the morning.
2006-08-24 23:00:00.000 +0200,24.89,31.65,32.91,30.35,1.5,rain,17.26111111,0.325,17.26111111,9.4,4.4,2.6,10.4328,107,14.9569,rain,Partly cloudy starting in the morning.
2006-08-25 00:00:00.000 +0200,25.38,31.57,33,30.3,7.4,rain,17.06111111,0.286,17.06111111,11.1,5,4,10.6582,119,15.8263,rain,Partly cloudy until evening.
2006-08-25 01:00:00.000 +0200,26.29,31.7,32.07,29.66,1.3,rain,16.62222222,0.519,16.62222222,10,5.6,1.9,6.5044,119,15.8263,rain,Partly cloudy until evening.
2006-08-25 02:00:00.000 +0200,25.93,32.2,33.25,30.03,8.4,rain,14.76111111,0.241,14.76111111,10.6,4.4,1.7,1.5939,277,14.168,rain,Partly cloudy until evening.
2006-08-25 03:00:00.000 +0200,25.11,31.64,32.19,29.78,26.2,rain,15.06666667,0.299,15.06666667,13.3,8.3,4.6,3.1717,130,15.8263,rain,Partly cloudy until evening.
2006-08-25 04:00:00.000 +0200,24.92,30.79,31.92,30.16,17.3,rain,16.16111111,0.282,16.16111111,14.4,10,4.5,3.3649,190,11.2056,rain,Partly cloudy until evening.
2006-08-25 05:00:00.000 +0200,23.68,30.84,33.12,29.85,23.6,rain,15.11666667,0.14,15.11666667,12.2,9.4,4.6,9.499,84,9.982,rain,Partly cloudy until evening.
2006-08-25 06:00:00.000 +0200,24.89,32.12,31.7,30.93,3.6,rain,15.02222222,0.154,15.02222222,15,8.3,3.9,4.669,96,9.982,rain,Partly cloudy until evening.
2006-08-25 07:00:00.000 +0200,25.12,32.51,31.84,29.44,6.1,rain,17.10555556,0.251,17.10555556,13.3,8.3,2.5,10.787,108,9.982,rain,Partly cloudy until evening.
2006-08-25 08:00:00.000 +0200,25.79,31.58,32.23,29.21,0.3,rain,17.29444444,0.174,17.29444444,12.8,8.3,4,10.6582,117,10.0303,rain,Partly cloudy until evening.
2006-08-25 09:00:00.000 +0200,25.07,31.37,33.18,30.03,0,rain,20.9,0.19,20.9,12.8,5.6,1,9.5312,117,10.0464,fog,Partly cloudy until evening.
2006-08-25 10:00:00.000 +0200,25.12,31.75,32.23,30.17,1,rain,22.65,0.36,22.65,16.7,9.4,2.1,15.8907,148,10.0464,rain,Partly cloudy until evening.
2006-08-25 11:00:00.000 +0200,24.07,31.35,32.67,31.22,0,rain,22.58888889,0.255,22.58888889,15.6,6.7,1.7,12.4131,221,11.4471,fog,Partly cloudy until evening.
2006-08-25 12:00:00.000 +0200,25.33,30.84,33.1,30.79,0.3,rain,22.03888889,0.368,22.03888889,14.4,6.7,2.9,14.0231,270,11.27,rain,Partly cloudy until evening.
2006-08-25 13:00:00.000 +0200,26.56,31.46,31.78,31.02,0,rain,22.22222222,0.183,22.22222222,12.2,3.9,4.8,4.3148,320,11.27,sun,Partly cloudy until evening.
2006-08-25 14:00:00.000 +0200,25.37,31.32,31.44,30.26,0,rain,22.33333333,0.382,22.33333333,15,5.6,6.6,9.4185,255,10.4006,fog,Partly cloudy until evening.
2006-08-25 15:00:00.000 +0200,24.33,31.61,31.82,29.18,0,rain,22.82777778,0.303,22.82777778,16.1,4.4,4,9.3058,215,11.27,sun,Partly cloudy until evening.
2006-08-25 16:00:00.000 +0200,24.68,31.85,32.48,29.78,0,rain,23.81666667,0.431,23.81666667,12.2,4.4,2.6,15.6492,230,11.27,sun,Partly cloudy until evening.
2006-08-25 17:00:00.000 +0200,24.48,32.4,32.18,30.46,4.6,rain,22.86111111,0.18,22.86111111,10.6,8.3,2.2,9.9981,226,11.4471,rain,Partly cloudy until evening.
2006-08-25 18:00:00.000 +0200,25.16,32.07,32.4,30.49,0.8,rain,22.7,0.282,22.7,11.1,7.2,0.9,14.5705,212,11.27,rain,Partly cloudy until evening.
2006-08-25 19:00:00.000 +0200,26.43,31.26,32.44,30.81,0,rain,22.01666667,0.335,22.01666667,12.2,5.6,4.5,12.6546,231,9.982,sun,Partly cloudy until evening.
2006-08-25 20:00:00.000 +0200,26.51,31.89,33.56,30.75,0,rain,19.92222222,0.29,19.92222222,11.7,3.3,4.2,8.5652,238,11.3988,sun,Partly cloudy until evening.
2006-08-25 21:00:00.000 +0200,25.61,32.45,33.26,30.47,0,rain,17.71111111,0.546,17.71111111,12.8,0.6,1.4,8.4686,279,9.982,sun,Partly cloudy until evening.
2006-08-25 22:00:00.000 +0200,26.34,32.22,31.88,30.85,0,rain,17.22222222,0.264,17.22222222,11.1,2.2,1.5,5.4096,270,9.982,sun,Partly cloudy until evening.
2006-08-25 23:00:00.000 +0200,25.66,32.61,33.56,30.2,4.1,rain,17.25555556,0.22,17.25555556,10,6.7,1,4.1538,281,15.3111,rain,Partly cloudy until evening.
2006-08-26 00:00:00.000 +0200,24.75,33.06,32.33,30.27,9.4,rain,16.06666667,0.336,16.06666667,11.7,7.8,1.4,6.5044,306,15.8263,rain,Partly cloudy until night.
2006-08-26 01:00:00.000 +0200,26.12,29.07,32.73,30.29,18.3,rain,16.02222222,0.394,16.02222222,10,6.7,4,3.5259,296,15.8263,rain,Partly cloudy until night.
2006-08-26 02:00:00.000 +0200,24.76,29.77,32.54,31.04,0,rain,15.09444444,0.354,15.09444444,12.2,3.3,5.1,10.0142,336,14.9569,sun,Partly cloudy until night.
2006-08-26 03:00:00.000 +0200,27.19,27.83,32.2,31.98,0,rain,13.79444444,0.438,13.79444444,11.1,1.1,2.2,2.3828,144,11.9784,sun,Partly cloudy until night.
2006-08-26 04:00:00.000 +0200,24.22,28.21,33.36,32.29,0,rain,13.35555556,0.301,13.35555556,11.1,4.4,4.8,9.0321,277,11.9784,sun,Partly cloudy until night.
2006-08-26 05:00:00.000 +0200,25.59,26.68,32.91,27.31,0,rain,13.91666667,0.237,13.91666667,10.6,0,2.1,2.9141,245,9.982,sun,Partly cloudy until night.
2006-08-26 06:00:00.000 +0200,26.56,27.31,32.04,26.31,0,rain,13.83888889,0.239,13.83888889,12.8,-0.5,1.8,1.771,254,11.2056,sun,Partly cloudy until night.
2006-08-26 07:00:00.000 +0200,25.51,27.04,32.67,26.08,0,rain,13.88888889,0.255,13.88888889,13.3,2.8,1.3,8.0178,267,11.1251,sun,Partly cloudy until night.
2006-08-26 08:00:00.000 +0200,25.53,28.86,33.07,26.36,0,rain,15.2,0.277,15.2,15,3.3,1.4,7.7119,253,11.3183,sun,Partly cloudy until night.
2006-08-26 09:00:00.000 +0200,26.97,29.22,31.46,27.52,0,rain,17.75,0.24,17.75,16.7,3.9,2.7,5.1681,313,9.982,fog,Partly cloudy until night.
2006-08-26 10:00:00.000 +0200,26.9,28.48,33.17,27.6,0,rain,21.03888889,0.422,21.03888889,17.2,3.9,1.7,7.4382,354,9.982,fog,Partly cloudy until night.
2006-08-26 11:00:00.000 +0200,24.69,27.04,31.1,27.78,0,rain,22.2,0.39,22.2,14.4,4.4,1.8,10.8997,336,10.0464,fog,Partly cloudy until night.
2006-08-26 12:00:00.000 +0200,26.19,28.7,32.51,26.88,0.8,rain,22.77777778,0.328,22.77777778,13.3,5,2.6,10.6904,346,11.27,rain,Partly cloudy until night.
2006-08-26 13:00:00.000 +0200,26.19,27.62,32.48,27.69,2.5,rain,23.88888889,0.604,23.88888889,14.4,8.9,3.1,8.6457,65,11.27,rain,Partly cloudy until night.
2006-08-26 14:00:00.000 +0200,26.08,28.01,32.79,26.32,0,rain,24.81111111,0.303,24.81111111,17.8,9.4,3.2,7.728,327,11.4471,sun,Partly cloudy until night.
2006-08-26 15:00:00.000 +0200,24.53,27.62,33.31,25.7,2,rain,24.92777778,0.338,24.92777778,17.2,7.8,2.2,9.8693,5,11.2056,rain,Partly cloudy until night.
2006-08-26 16:00:00.000 +0200,26.67,30.21,32.17,26.37,17,rain,24.92777778,0.202,24.92777778,13.9,9.4,3.8,12.6224,308,11.2056,rain,Partly cloudy until night.
2006-08-26 17:00:00.000 +0200,25.14,27.86,33.05,26.28,55.9,rain,24.87222222,0.36,24.87222222,10.6,6.1,4.2,3.0107,352,10.3523,rain,Partly cloudy until night.
2006-08-26 18:00:00.000 +0200,25.09,27.95,33.63,26.75,1,rain,23.83888889,0.395,23.83888889,13.9,6.1,3,8.4686,309,9.982,rain,Partly cloudy until night.
2006-08-26 19:00:00.000 +0200,25.31,28.58,32.43,27.62,0.8,rain,22.17222222,0.475,22.17222222,13.3,4.4,2.6,5.2647,291,9.982,rain,Partly cloudy until night.
2006-08-26 20:00:00.000 +0200,26.31,28.11,33.3,26.14,0,rain,18.46111111,0.212,18.46111111,15.6,7.2,2.5,5.1359,292,10.3523,sun,Partly cloudy until night.
2006-08-26 21:00:00.000 +0200,25.12,30.04,32.43,25.94,0,rain,16.13333333,0.361,16.13333333,15.6,8.3,1.9,3.5259,326,9.982,sun,Partly cloudy until night.
2006-08-26 22:00:00.000 +0200,25.39,29.37,32.04,26.95,4.1,rain,15.55555556,0.236,15.55555556,13.9,8.9,1.9,6.4078,347,15.8263,rain,Partly cloudy until night.
2006-08-26 23:00:00.000 +0200,26.07,28.61,32.35,26.85,3.8,rain,15.6,0.231,15.6,13.3,8.3,4.7,6.2951,314,14.9569,rain,Partly cloudy until night.
2006-08-27 00:00:00.000 +0200,26.07,29.89,32.03,27.46,1,rain,14.07222222,0.33,14.07222222,11.7,6.1,2.3,6.2468,318,15.8263,rain,Partly cloudy until afternoon.
2006-08-27 01:00:00.000 +0200,24.78,29.32,32.65,26.61,8.1,rain,14.46111111,0.509,14.46111111,11.1,5.6,2.8,6.3434,336,15.8263,rain,Partly cloudy until afternoon.
2006-08-27 02:00:00.000 +0200,25.35,27.8,33.26,26.71,7.6,rain,16.72222222,0.281,16.72222222,12.8,6.1,3.9,13.2342,282,15.0052,rain,Partly cloudy until afternoon.
2006-08-27 03:00:00.000 +0200,24.62,28.09,32.58,26.68,5.1,rain,15.48888889,0.181,15.48888889,14.4,7.2,4.4,3.1878,345,15.8263,rain,Partly cloudy until afternoon.
2006-08-27 04:00:00.000 +0200,26.74,28.74,32.34,26.17,0,rain,13.88888889,0.241,13.88888889,20.6,10,2.2,3.3005,233,9.982,sun,Partly cloudy until afternoon.
2006-08-27 05:00:00.000 +0200,25.67,29.88,31.46,26.2,1,rain,12.67222222,0.156,12.67222222,18.3,8.9,4,3.4776,294,14.8764,rain,Partly cloudy until afternoon.
2006-08-27 06:00:00.000 +0200,26.34,30.61,32.5,26.29,0,rain,13.83888889,0.132,13.83888889,15.6,9.4,5.7,0.3703,297,9.8049,sun,Partly cloudy until afternoon.
2006-08-27 07:00:00.000 +0200,26.67,30.68,33.72,26.3,0,rain,15.05,0.268,15.05,15.6,8.9,3,7.9373,319,9.8049,sun,Partly cloudy until afternoon.
2006-08-27 08:00:00.000 +0200,25.79,31.55,32.88,26.9,1.8,rain,17.71111111,0.249,17.71111111,17.8,10.6,2.9,7.7763,305,10.3523,rain,Partly cloudy until afternoon.
2006-08-27 09:00:00.000 +0200,25.75,30.89,33.17,27.19,1,rain,21,0.252,21,12.8,6.1,4.2,5.4096,307,9.982,rain,Partly cloudy until afternoon.
2006-08-27 10:00:00.000 +0200,26.17,32.47,31.98,26.73,5.1,rain,22.66666667,0.326,22.66666667,12.8,5.6,3.2,7.9373,316,11.2056,rain,Partly cloudy until afternoon.
2006-08-27 11:00:00.000 +0200,25.35,31.85,32.82,26.94,0,rain,23.66666667,0.226,23.66666667,13.3,5.6,2.4,4.4275,314,11.3988,sun,Partly cloudy until afternoon.
2006-08-27 12:00:00.000 +0200,26.79,32.37,32.9,27.35,1.5,rain,24.93333333,0.191,24.93333333,11.1,5,3.6,9.3058,295,11.27,rain,Partly cloudy until afternoon.
2006-08-27 13:00:00.000 +0200,25.51,32.07,32.53,27.05,0,rain,24.86111111,0.263,24.86111111,12.8,3.9,1.7,10.5777,335,9.982,sun,Partly cloudy until afternoon.
